College,Topic,Count,URL
Belk College of Business,supply chain management,4,https:\/\/pages.charlotte.edu\/connections\/links\/supply-chain-management\/
Belk College of Business,Macroeconomics,4,https:\/\/pages.charlotte.edu\/connections\/links\/macroeconomics\/
Belk College of Business,Global marketing,2,https:\/\/pages.charlotte.edu\/connections\/links\/global-marketing\/
Belk College of Business,operations management,2,https:\/\/pages.charlotte.edu\/connections\/links\/operations-management\/
Belk College of Business,financial econometrics,2,https:\/\/pages.charlotte.edu\/connections\/links\/financial-econometrics\/
Belk College of Business,e-commerce,2,https:\/\/pages.charlotte.edu\/connections\/links\/e-commerce\/
Belk College of Business,asset pricing,2,https:\/\/pages.charlotte.edu\/connections\/links\/asset-pricing\/
Belk College of Business,fixed income securities,2,https:\/\/pages.charlotte.edu\/connections\/links\/fixed-income-securities\/
Belk College of Business,corporate finance,2,https:\/\/pages.charlotte.edu\/connections\/links\/corporate-finance\/
Belk College of Business,E-business,2,https:\/\/pages.charlotte.edu\/connections\/links\/e-business\/
Belk College of Business,Tax policy,2,https:\/\/pages.charlotte.edu\/connections\/links\/tax-policy\/
Belk College of Business,quality control,2,https:\/\/pages.charlotte.edu\/connections\/links\/quality-control\/
Belk College of Business,public policy,2,https:\/\/pages.charlotte.edu\/connections\/links\/public-policy\/
Belk College of Business,manufacturing,2,https:\/\/pages.charlotte.edu\/connections\/links\/manufacturing\/
Belk College of Business,financial accounting,2,https:\/\/pages.charlotte.edu\/connections\/links\/financial-accounting\/
Belk College of Business,International economics,2,https:\/\/pages.charlotte.edu\/connections\/links\/international-economics\/
Belk College of Business,quality management,2,https:\/\/pages.charlotte.edu\/connections\/links\/quality-management\/
Belk College of Business,statistics,2,https:\/\/pages.charlotte.edu\/connections\/links\/statistics\/
Belk College of Business,service management,2,https:\/\/pages.charlotte.edu\/connections\/links\/service-management\/
Belk College of Business,service operations,2,https:\/\/pages.charlotte.edu\/connections\/links\/service-operations\/
Belk College of Business,web,1,https:\/\/pages.charlotte.edu\/connections\/links\/web\/
Belk College of Business,networks,1,https:\/\/pages.charlotte.edu\/connections\/links\/networks\/
Belk College of Business,optimal software development methodologies,1,https:\/\/pages.charlotte.edu\/connections\/links\/optimal-software-development-methodologies\/
Belk College of Business,planning and control,1,https:\/\/pages.charlotte.edu\/connections\/links\/planning-and-control\/
Belk College of Business,auditing,1,https:\/\/pages.charlotte.edu\/connections\/links\/auditing\/
Belk College of Business,web personalization,1,https:\/\/pages.charlotte.edu\/connections\/links\/web-personalization\/
Belk College of Business,network system performance evaluation,1,https:\/\/pages.charlotte.edu\/connections\/links\/network-system-performance-evaluation\/
Belk College of Business,content delivery systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/content-delivery-systems\/
Belk College of Business,web application programming design,1,https:\/\/pages.charlotte.edu\/connections\/links\/web-application-programming-design\/
Belk College of Business,computer networking,1,https:\/\/pages.charlotte.edu\/connections\/links\/computer-networking\/
Belk College of Business,business communication technologies,1,https:\/\/pages.charlotte.edu\/connections\/links\/business-communication-technologies\/
Belk College of Business,business presentations,1,https:\/\/pages.charlotte.edu\/connections\/links\/business-presentations\/
Belk College of Business,business writing,1,https:\/\/pages.charlotte.edu\/connections\/links\/business-writing\/
Belk College of Business,corporate communication,1,https:\/\/pages.charlotte.edu\/connections\/links\/corporate-communication\/
Belk College of Business,sustainability of food production,1,https:\/\/pages.charlotte.edu\/connections\/links\/sustainability-of-food-production\/
Belk College of Business,public finance,1,https:\/\/pages.charlotte.edu\/connections\/links\/public-finance\/
Belk College of Business,analysis of healthy diets,1,https:\/\/pages.charlotte.edu\/connections\/links\/analysis-of-healthy-diets\/
Belk College of Business,economics of obesity,1,https:\/\/pages.charlotte.edu\/connections\/links\/economics-of-obesity\/
Belk College of Business,health,1,https:\/\/pages.charlotte.edu\/connections\/links\/health\/
Belk College of Business,corporate communication strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/corporate-communication-strategy\/
Belk College of Business,leadership development,1,https:\/\/pages.charlotte.edu\/connections\/links\/leadership-development\/
Belk College of Business,computer communication,1,https:\/\/pages.charlotte.edu\/connections\/links\/computer-communication\/
Belk College of Business,forensic accounting,1,https:\/\/pages.charlotte.edu\/connections\/links\/forensic-accounting\/
Belk College of Business,information management,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-management\/
Belk College of Business,network application programming design,1,https:\/\/pages.charlotte.edu\/connections\/links\/network-application-programming-design\/
Belk College of Business,empirical finance,1,https:\/\/pages.charlotte.edu\/connections\/links\/empirical-finance\/
Belk College of Business,pension accounting,1,https:\/\/pages.charlotte.edu\/connections\/links\/pension-accounting\/
Belk College of Business,management development,1,https:\/\/pages.charlotte.edu\/connections\/links\/management-development\/
Belk College of Business,negotiation,1,https:\/\/pages.charlotte.edu\/connections\/links\/negotiation\/
Belk College of Business,cost of equity,1,https:\/\/pages.charlotte.edu\/connections\/links\/cost-of-equity\/
Belk College of Business,network management,1,https:\/\/pages.charlotte.edu\/connections\/links\/network-management\/
Belk College of Business,ecosystem services,1,https:\/\/pages.charlotte.edu\/connections\/links\/ecosystem-services\/
Belk College of Business,portfolio management,1,https:\/\/pages.charlotte.edu\/connections\/links\/portfolio-management\/
Belk College of Business,empirical asset pricing,1,https:\/\/pages.charlotte.edu\/connections\/links\/empirical-asset-pricing\/
Belk College of Business,portfolio performance evaluation,1,https:\/\/pages.charlotte.edu\/connections\/links\/portfolio-performance-evaluation\/
Belk College of Business,applied probability,1,https:\/\/pages.charlotte.edu\/connections\/links\/applied-probability\/
Belk College of Business,derivatives,1,https:\/\/pages.charlotte.edu\/connections\/links\/derivatives\/
Belk College of Business,system design,1,https:\/\/pages.charlotte.edu\/connections\/links\/system-design\/
Belk College of Business,system analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/system-analysis\/
Belk College of Business,mathematical programming,1,https:\/\/pages.charlotte.edu\/connections\/links\/mathematical-programming\/
Belk College of Business,process analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/process-analysis\/
Belk College of Business,process design,1,https:\/\/pages.charlotte.edu\/connections\/links\/process-design\/
Belk College of Business,synchronous manufacturing systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/synchronous-manufacturing-systems\/
Belk College of Business,derivatives markets,1,https:\/\/pages.charlotte.edu\/connections\/links\/derivatives-markets\/
Belk College of Business,financial risk management,1,https:\/\/pages.charlotte.edu\/connections\/links\/financial-risk-management\/
Belk College of Business,Multinational management strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/multinational-management-strategy\/
Belk College of Business,individual taxation,1,https:\/\/pages.charlotte.edu\/connections\/links\/individual-taxation\/
Belk College of Business,international taxation,1,https:\/\/pages.charlotte.edu\/connections\/links\/international-taxation\/
Belk College of Business,partnership taxation,1,https:\/\/pages.charlotte.edu\/connections\/links\/partnership-taxation\/
Belk College of Business,multinational entrepreneurship,1,https:\/\/pages.charlotte.edu\/connections\/links\/multinational-entrepreneurship\/
Belk College of Business,stochastic modeling,1,https:\/\/pages.charlotte.edu\/connections\/links\/stochastic-modeling\/
Belk College of Business,mathematical finance,1,https:\/\/pages.charlotte.edu\/connections\/links\/mathematical-finance\/
Belk College of Business,random processes,1,https:\/\/pages.charlotte.edu\/connections\/links\/random-processes\/
Belk College of Business,securities markets,1,https:\/\/pages.charlotte.edu\/connections\/links\/securities-markets\/
Belk College of Business,stochastic control,1,https:\/\/pages.charlotte.edu\/connections\/links\/stochastic-control\/
Belk College of Business,decision support systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/decision-support-systems\/
Belk College of Business,computer integrated manufacturing,1,https:\/\/pages.charlotte.edu\/connections\/links\/computer-integrated-manufacturing\/
Belk College of Business,labor economics,1,https:\/\/pages.charlotte.edu\/connections\/links\/labor-economics\/
Belk College of Business,labor markets,1,https:\/\/pages.charlotte.edu\/connections\/links\/labor-markets\/
Belk College of Business,labor welfare,1,https:\/\/pages.charlotte.edu\/connections\/links\/labor-welfare\/
Belk College of Business,technology adoption,1,https:\/\/pages.charlotte.edu\/connections\/links\/technology-adoption\/
Belk College of Business,income distribution,1,https:\/\/pages.charlotte.edu\/connections\/links\/income-distribution\/
Belk College of Business,communication technology,1,https:\/\/pages.charlotte.edu\/connections\/links\/communication-technology\/
Belk College of Business,economics of advertising,1,https:\/\/pages.charlotte.edu\/connections\/links\/economics-of-advertising\/
Belk College of Business,monetary policy,1,https:\/\/pages.charlotte.edu\/connections\/links\/monetary-policy\/
Belk College of Business,local economic development,1,https:\/\/pages.charlotte.edu\/connections\/links\/local-economic-development\/
Belk College of Business,regional economic development,1,https:\/\/pages.charlotte.edu\/connections\/links\/regional-economic-development\/
Belk College of Business,conflict resolution,1,https:\/\/pages.charlotte.edu\/connections\/links\/conflict-resolution\/
Belk College of Business,intellectual capital,1,https:\/\/pages.charlotte.edu\/connections\/links\/intellectual-capital\/
Belk College of Business,supply chain coordination,1,https:\/\/pages.charlotte.edu\/connections\/links\/supply-chain-coordination\/
Belk College of Business,Economic impact analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/economic-impact-analysis\/
Belk College of Business,Regional economics,1,https:\/\/pages.charlotte.edu\/connections\/links\/regional-economics\/
Belk College of Business,Sports economics,1,https:\/\/pages.charlotte.edu\/connections\/links\/sports-economics\/
Belk College of Business,OM-marketing interface,1,https:\/\/pages.charlotte.edu\/connections\/links\/om-marketing-interface\/
Belk College of Business,sustainability reporting,1,https:\/\/pages.charlotte.edu\/connections\/links\/sustainability-reporting\/
Belk College of Business,management accounting,1,https:\/\/pages.charlotte.edu\/connections\/links\/management-accounting\/
Belk College of Business,sustainability,1,https:\/\/pages.charlotte.edu\/connections\/links\/sustainability\/
Belk College of Business,sustainability costing,1,https:\/\/pages.charlotte.edu\/connections\/links\/sustainability-costing\/
Belk College of Business,sustainability management,1,https:\/\/pages.charlotte.edu\/connections\/links\/sustainability-management\/
Belk College of Business,applied public choice,1,https:\/\/pages.charlotte.edu\/connections\/links\/applied-public-choice\/
Belk College of Business,information systems management,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-systems-management\/
Belk College of Business,capabilities agility,1,https:\/\/pages.charlotte.edu\/connections\/links\/capabilities-agility\/
Belk College of Business,competence,1,https:\/\/pages.charlotte.edu\/connections\/links\/competence\/
Belk College of Business,competitive advantage,1,https:\/\/pages.charlotte.edu\/connections\/links\/competitive-advantage\/
Belk College of Business,corporate social responsibility,1,https:\/\/pages.charlotte.edu\/connections\/links\/corporate-social-responsibility\/
Belk College of Business,business ethics,1,https:\/\/pages.charlotte.edu\/connections\/links\/business-ethics\/
Belk College of Business,business analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/business-analytics\/
Belk College of Business,behavioral economics,1,https:\/\/pages.charlotte.edu\/connections\/links\/behavioral-economics\/
Belk College of Business,big data analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/big-data-analytics\/
Belk College of Business,branding,1,https:\/\/pages.charlotte.edu\/connections\/links\/branding\/
Belk College of Business,data science,1,https:\/\/pages.charlotte.edu\/connections\/links\/data-science\/
Belk College of Business,data visualization,1,https:\/\/pages.charlotte.edu\/connections\/links\/data-visualization\/
Belk College of Business,mobile analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobile-analytics\/
Belk College of Business,mobile strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobile-strategy\/
Belk College of Business,retail marketing,1,https:\/\/pages.charlotte.edu\/connections\/links\/retail-marketing\/
Belk College of Business,retail merchandising,1,https:\/\/pages.charlotte.edu\/connections\/links\/retail-merchandising\/
Belk College of Business,market strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/market-strategy\/
Belk College of Business,innovation,1,https:\/\/pages.charlotte.edu\/connections\/links\/innovation\/
Belk College of Business,digital strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/digital-strategy\/
Belk College of Business,firm strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/firm-strategy\/
Belk College of Business,image positioning,1,https:\/\/pages.charlotte.edu\/connections\/links\/image-positioning\/
Belk College of Business,text mining,1,https:\/\/pages.charlotte.edu\/connections\/links\/text-mining\/
Belk College of Business,emotion management,1,https:\/\/pages.charlotte.edu\/connections\/links\/emotion-management\/
Belk College of Business,emotions,1,https:\/\/pages.charlotte.edu\/connections\/links\/emotions\/
Belk College of Business,leadership,1,https:\/\/pages.charlotte.edu\/connections\/links\/leadership\/
Belk College of Business,social media,1,https:\/\/pages.charlotte.edu\/connections\/links\/social-media\/
Belk College of Business,movie marketing,1,https:\/\/pages.charlotte.edu\/connections\/links\/movie-marketing\/
Belk College of Business,culture and consumers,1,https:\/\/pages.charlotte.edu\/connections\/links\/culture-and-consumers\/
Belk College of Business,customer relationship management,1,https:\/\/pages.charlotte.edu\/connections\/links\/customer-relationship-management\/
Belk College of Business,marketing analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/marketing-analytics\/
Belk College of Business,insurance regulation,1,https:\/\/pages.charlotte.edu\/connections\/links\/insurance-regulation\/
Belk College of Business,insurer solvency,1,https:\/\/pages.charlotte.edu\/connections\/links\/insurer-solvency\/
Belk College of Business,enterprise business processes,1,https:\/\/pages.charlotte.edu\/connections\/links\/enterprise-business-processes\/
Belk College of Business,information technologies,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-technologies\/
Belk College of Business,management information systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/management-information-systems\/
Belk College of Business,international finance,1,https:\/\/pages.charlotte.edu\/connections\/links\/international-finance\/
Belk College of Business,futures,1,https:\/\/pages.charlotte.edu\/connections\/links\/futures\/
Belk College of Business,medical malpractice,1,https:\/\/pages.charlotte.edu\/connections\/links\/medical-malpractice\/
Belk College of Business,asset pricing models,1,https:\/\/pages.charlotte.edu\/connections\/links\/asset-pricing-models\/
Belk College of Business,continuous-time finance,1,https:\/\/pages.charlotte.edu\/connections\/links\/continuous-time-finance\/
Belk College of Business,storytelling,1,https:\/\/pages.charlotte.edu\/connections\/links\/storytelling\/
Belk College of Business,systematic creativity,1,https:\/\/pages.charlotte.edu\/connections\/links\/systematic-creativity\/
Belk College of Business,job stress,1,https:\/\/pages.charlotte.edu\/connections\/links\/job-stress\/
Belk College of Business,personality differences in organizations,1,https:\/\/pages.charlotte.edu\/connections\/links\/personality-differences-in-organizations\/
Belk College of Business,government debt,1,https:\/\/pages.charlotte.edu\/connections\/links\/government-debt\/
Belk College of Business,long-run economic growth,1,https:\/\/pages.charlotte.edu\/connections\/links\/long-run-economic-growth\/
Belk College of Business,job burnout,1,https:\/\/pages.charlotte.edu\/connections\/links\/job-burnout\/
Belk College of Business,fairness perceptions and fairness consequences,1,https:\/\/pages.charlotte.edu\/connections\/links\/fairness-perceptions-and-fairness-consequences\/
Belk College of Business,applied psychometrics,1,https:\/\/pages.charlotte.edu\/connections\/links\/applied-psychometrics\/
Belk College of Business,managerial assessment,1,https:\/\/pages.charlotte.edu\/connections\/links\/managerial-assessment\/
Belk College of Business,performance measurement,1,https:\/\/pages.charlotte.edu\/connections\/links\/performance-measurement\/
Belk College of Business,national saving,1,https:\/\/pages.charlotte.edu\/connections\/links\/national-saving\/
Belk College of Business,Tax economics,1,https:\/\/pages.charlotte.edu\/connections\/links\/tax-economics\/
Belk College of Business,computational finance,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-finance\/
Belk College of Business,economic growth,1,https:\/\/pages.charlotte.edu\/connections\/links\/economic-growth\/
Belk College of Business,international trade,1,https:\/\/pages.charlotte.edu\/connections\/links\/international-trade\/
Belk College of Business,Federal Open Market Committee,1,https:\/\/pages.charlotte.edu\/connections\/links\/federal-open-market-committee\/
Belk College of Business,computational economics,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-economics\/
Belk College of Business,quality improvement,1,https:\/\/pages.charlotte.edu\/connections\/links\/quality-improvement\/
Belk College of Business,electronic commerce,1,https:\/\/pages.charlotte.edu\/connections\/links\/electronic-commerce\/
Belk College of Business,culture,1,https:\/\/pages.charlotte.edu\/connections\/links\/culture\/
Belk College of Business,information systems economics,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-systems-economics\/
Belk College of Business,game theory in information management,1,https:\/\/pages.charlotte.edu\/connections\/links\/game-theory-in-information-management\/
Belk College of Business,spatial competition,1,https:\/\/pages.charlotte.edu\/connections\/links\/spatial-competition\/
Belk College of Business,accounting information systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/accounting-information-systems\/
Belk College of Business,control,1,https:\/\/pages.charlotte.edu\/connections\/links\/control\/
Belk College of Business,planning,1,https:\/\/pages.charlotte.edu\/connections\/links\/planning\/
Belk College of Business,Microeconomics,1,https:\/\/pages.charlotte.edu\/connections\/links\/microeconomics\/
Belk College of Business,Industrial organization,1,https:\/\/pages.charlotte.edu\/connections\/links\/industrial-organization\/
Belk College of Business,systematic innovation,1,https:\/\/pages.charlotte.edu\/connections\/links\/systematic-innovation\/
Belk College of Business,technology lock-in,1,https:\/\/pages.charlotte.edu\/connections\/links\/technology-lock-in\/
Belk College of Business,Economics of regulation,1,https:\/\/pages.charlotte.edu\/connections\/links\/economics-of-regulation\/
Belk College of Business,Consumer Behavior,1,https:\/\/pages.charlotte.edu\/connections\/links\/consumer-behavior\/
Belk College of Business,Marketing Strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/marketing-strategy\/
Belk College of Business,e-business standards,1,https:\/\/pages.charlotte.edu\/connections\/links\/e-business-standards\/
Belk College of Business,e-business standards adoption,1,https:\/\/pages.charlotte.edu\/connections\/links\/e-business-standards-adoption\/
Belk College of Business,e-business standards development,1,https:\/\/pages.charlotte.edu\/connections\/links\/e-business-standards-development\/
Belk College of Business,Social policy,1,https:\/\/pages.charlotte.edu\/connections\/links\/social-policy\/
Belk College of Business,social issues,1,https:\/\/pages.charlotte.edu\/connections\/links\/social-issues\/
Belk College of Business,stereotyping,1,https:\/\/pages.charlotte.edu\/connections\/links\/stereotyping\/
Belk College of Business,income inequality,1,https:\/\/pages.charlotte.edu\/connections\/links\/income-inequality\/
Belk College of Business,poverty,1,https:\/\/pages.charlotte.edu\/connections\/links\/poverty\/
Belk College of Business,Federal Reserve,1,https:\/\/pages.charlotte.edu\/connections\/links\/federal-reserve\/
